"category", "problem", "population", "xover_method", "xover_rate", "mut_rate", "mut_method", "mut_param", "sel_method", "sel_param", "fitness"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147429"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147153"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147526"
"industrial", "rsdecoder4.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147293"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147477"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147389"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147638"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147501"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147040"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147186"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147373"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147505"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147387"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147773"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147612"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147632"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147397"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147162"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147362"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147531"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147599"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147358"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147262"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147208"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147376"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147158"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147781"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147338"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147427"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147367"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147499"
"industrial", "rsdecoder5.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147387"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147368"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147214"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147587"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147270"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147606"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147131"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147442"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147573"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147352"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147107"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147626"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147390"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147309"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147075"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147119"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147427"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147377"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147380"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147425"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147184"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147862"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147266"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147133"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147728"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147594"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147440"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147518"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147467"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147339"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147672"
"industrial", "rsdecoder6.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147560"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147412"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147692"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147025"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147280"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147670"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147708"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147665"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147423"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147615"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147421"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147611"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147340"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147373"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147413"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147743"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147110"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147282"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147762"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147269"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147430"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147065"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107195"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147550"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147430"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107324"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147546"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107394"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147440"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147247"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107161"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "106908"
"industrial", "rsdecoder_fsm2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147531"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107309"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107039"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107469"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107204"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107415"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107586"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107223"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107339"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "106844"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107298"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107363"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107468"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107588"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107074"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "106655"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107352"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107025"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107421"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107436"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107354"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148579"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107640"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107464"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147874"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107428"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107226"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148455"
"industrial", "SM_AS_TOP_buggy1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "107114"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148382"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147942"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148483"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148533"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148751"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148509"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148067"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148559"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148524"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148850"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148428"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148728"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148368"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148448"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148173"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148183"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148898"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148934"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148486"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29520"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148906"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29288"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29553"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "147836"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29541"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29368"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29563"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148643"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29538"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29365"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "149022"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29431"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29518"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29623"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148538"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29515"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148582"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29514"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29606"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29520"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29547"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148661"
"industrial", "SM_RX_TOP.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "148623"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29537"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29513"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29568"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29554"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29511"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29286"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29431"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29476"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29533"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29527"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29531"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29537"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29475"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29402"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29556"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29455"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29614"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29488"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29405"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29527"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29561"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29433"
"industrial", "wb_conmax1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "181538"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29647"
"industrial", "wb1.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29614"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29535"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29487"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29370"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29604"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29569"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29547"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29441"
"industrial", "wb2.dimacs.filtered.cnf", "50", "1pt xover", "0.8", "1", "bitflip", "0.01", "tournament", "2", "29445"
