0 "Zero Rule" 53.35
1 MLP#1 75.62
2 MLP#2 74.04
3 MLP#3 73.82
4 MLP#4 76.21
5 RBFN#1 75.51
6 RBFN#2 77.52
7 RBFN#3 78.34
8 RBFN#4 78.23
9 RBFN#5 77.63
10 RBFN#6 78.45
11 RBFN#7 78.83
12 RBFN#8 79.10
13 SVM#1 73.44
14 SVM#2 74.80
15 SVM#3 76.87
