@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string

@data

output,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20160111.0148,358,183,144,39,0,78.688525,21.311475,0,0.612877,0.088406,0.220198,55.443712,78.802361,236.176688,211.108746,25.067942,1.290583,1.1536,0.136983,114.301965,0.624601,7913.763107,0.72973,54,0.165138,18,0.834862,91,0.27027,20,0.75,0.72973,0.739726,0.827424,0.786885,0.150777,0.849223,0.213115,0.795082,0.786885,0.790927,0.855919,311.969,0.13,308.46,0.11,835357,94310,51435,?
output,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20160111.0148,357,184,98,86,0,53.26087,46.73913,0,0,0.159831,0.280783,100,100,246.778295,246.778295,0,1.341186,1.341186,0,0,0,0,0,0,0,0,1,110,1,74,0,0,0,0.5,0.532609,0.532609,0.467391,0.467391,0.283672,0.532609,0.370182,0.5,0.001,0,0.01,0,1720,94065,51680,?
output,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20160111.0148,357,184,98,86,0,53.26087,46.73913,0,0,0.159784,0.280619,100,100,242.960166,242.960166,0,1.320436,1.320436,0,0,0,0,0,0,0,0,1,110,1,74,0,0,0,0.5,0.532609,0.532609,0.467391,0.467391,0.283672,0.532609,0.370182,0.5,0.001,0.003,0,0,1720,94065,51680,?
output,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20160111.0148,357,184,98,86,0,53.26087,46.73913,0,0,0.159784,0.280619,100,100,242.960166,242.960166,0,1.320436,1.320436,0,0,0,0,0,0,0,0,1,110,1,74,0,0,0,0.5,0.532609,0.532609,0.467391,0.467391,0.283672,0.532609,0.370182,0.5,0,0.001,0,0.01,1720,94065,51680,?
output,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20160111.0148,359,182,98,84,0,53.846154,46.153846,0,0,0.159409,0.279305,100,100,234.82441,234.82441,0,1.290244,1.290244,0,0,0,0,0,0,0,0,1,109,1,73,0,0,0,0.5,0.538462,0.538462,0.461538,0.461538,0.289941,0.538462,0.376923,0.5,0.001,0.001,0,0,1720,94555,51190,?
output,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20160111.0148,356,185,98,87,0,52.972973,47.027027,0,0,0.160116,0.281809,100,100,250.733714,250.733714,0,1.355317,1.355317,0,0,0,0,0,0,0,0,1,111,1,74,0,0,0,0.5,0.52973,0.52973,0.47027,0.47027,0.280614,0.52973,0.36688,0.5,0,0.001,0,0,1720,93820,51925,?
output,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20160111.0148,358,183,98,85,0,53.551913,46.448087,0,0,0.159499,0.279595,100,100,239.994816,239.994816,0,1.311447,1.311447,0,0,0,0,0,0,0,0,1,109,1,74,0,0,0,0.5,0.535519,0.535519,0.464481,0.464481,0.286781,0.535519,0.373529,0.5,0,0.001,0,0,1720,94310,51435,?
output,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20160111.0148,357,184,98,86,0,53.26087,46.73913,0,0,0.159831,0.280783,100,100,246.778295,246.778295,0,1.341186,1.341186,0,0,0,0,0,0,0,0,1,110,1,74,0,0,0,0.5,0.532609,0.532609,0.467391,0.467391,0.283672,0.532609,0.370182,0.5,0.001,0.001,0,0,1720,94065,51680,?
output,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20160111.0148,357,184,98,86,0,53.26087,46.73913,0,0,0.159789,0.28063,100,100,243.960166,243.960166,0,1.32587,1.32587,0,0,0,0,0,0,0,0,1,110,1,74,0,0,0,0.5,0.532609,0.532609,0.467391,0.467391,0.283672,0.532609,0.370182,0.5,0.001,0.001,0,0,1720,94065,51680,?
output,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20160111.0148,357,184,98,86,0,53.26087,46.73913,0,0,0.159784,0.280619,100,100,242.960166,242.960166,0,1.320436,1.320436,0,0,0,0,0,0,0,0,1,110,1,74,0,0,0,0.5,0.532609,0.532609,0.467391,0.467391,0.283672,0.532609,0.370182,0.5,0,0.001,0,0,1720,94065,51680,?
output,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20160111.0148,358,183,98,85,0,53.551913,46.448087,0,0,0.159452,0.27943,100,100,236.176688,236.176688,0,1.290583,1.290583,0,0,0,0,0,0,0,0,1,109,1,74,0,0,0,0.5,0.535519,0.535519,0.464481,0.464481,0.286781,0.535519,0.373529,0.5,0.001,0.001,0,0,1720,94310,51435,?
output,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"',-6585883636378691736,20160111.0148,357,184,141,43,0,76.630435,23.369565,0,0.548608,0.207779,0.307246,129.998843,109.424739,246.778295,1416.530361,-1169.752067,1.341186,7.698535,-6.357348,-53.66967,-0.291683,-3785.607022,0.689189,51,0.181818,20,0.818182,90,0.310811,23,0.71831,0.689189,0.703448,0.755098,0.766304,0.215564,0.784436,0.233696,0.713087,0.766304,0.737267,0.812095,1.755,0.007,0.24,0,39558,94065,51680,?
output,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"',-6585883636378691736,20160111.0148,357,184,133,51,0,72.282609,27.717391,0,0.454989,0.20837,0.308201,130.407233,109.829261,242.960166,348.255773,-105.295606,1.320436,1.892694,-0.572259,-52.937655,-0.287705,-3705.721483,0.540541,40,0.127273,14,0.872727,96,0.459459,34,0.740741,0.540541,0.625,0.699877,0.722826,0.274138,0.725862,0.277174,0.68188,0.722826,0.687769,0.745197,2.214,0.008,0.39,0,41652,94065,51680,?
output,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"',-6585883636378691736,20160111.0148,357,184,126,58,0,68.478261,31.521739,0,0.39832,0.208814,0.308926,130.684892,110.08748,242.960166,349.833979,-106.873813,1.320436,1.901272,-0.580836,-53.496312,-0.290741,-3744.828336,0.621622,46,0.236364,26,0.763636,84,0.378378,28,0.638889,0.621622,0.630137,0.694349,0.684783,0.281199,0.718801,0.315217,0.644296,0.684783,0.663124,0.73872,2.269,0.007,0.29,0.01,41400,94065,51680,?
output,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"',-6585883636378691736,20160111.0148,359,182,135,47,0,74.175824,25.824176,0,0.496082,0.20767,0.307069,130.274644,109.940093,234.82441,341.623141,-106.798731,1.290244,1.87705,-0.586806,-55.464698,-0.304751,-3840.897519,0.616438,45,0.174312,19,0.825688,90,0.383562,28,0.703125,0.616438,0.656934,0.721063,0.741758,0.243347,0.756653,0.258242,0.696224,0.741758,0.714301,0.782214,2.102,0.007,0.29,0,41316,94555,51190,?
output,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"',-6585883636378691736,20160111.0148,356,185,125,60,0,67.567568,32.432432,0,0.406798,0.209597,0.310146,130.903666,110.055632,250.733714,1426.775085,-1176.041371,1.355317,7.712298,-6.35698,-55.523871,-0.300129,-3936.252145,0.527027,39,0.198198,22,0.801802,89,0.472973,35,0.639344,0.527027,0.577778,0.658997,0.675676,0.246754,0.753246,0.324324,0.667425,0.675676,0.667733,0.74539,1.688,0.006,0.25,0,39558,93820,51925,?
output,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"',-6585883636378691736,20160111.0148,358,183,140,43,0,76.502732,23.497268,0,0.543853,0.207873,0.307377,130.329175,109.93646,239.994816,1414.986041,-1174.991225,1.311447,7.732164,-6.420717,-58.640084,-0.320438,-4090.508178,0.675676,50,0.155963,17,0.844037,92,0.324324,24,0.746269,0.675676,0.70922,0.753099,0.765027,0.220889,0.779111,0.234973,0.720872,0.765027,0.73934,0.798473,1.635,0.007,0.28,0.01,40122,94310,51435,?
output,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"',-6585883636378691736,20160111.0148,357,184,136,48,0,73.913043,26.086957,0,0.500904,0.208666,0.308675,130.553999,109.933742,246.778295,1421.133246,-1174.354951,1.341186,7.72355,-6.382364,-57.422929,-0.312081,-4050.344354,0.716216,53,0.227273,25,0.772727,85,0.283784,21,0.679487,0.716216,0.697368,0.744472,0.73913,0.233845,0.766155,0.26087,0.690315,0.73913,0.713861,0.777968,1.669,0.007,0.23,0.01,40158,94065,51680,?
output,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"',-6585883636378691736,20160111.0148,357,184,137,47,0,74.456522,25.543478,0,0.514594,0.20837,0.30819,130.403752,109.820712,243.960166,1418.870211,-1174.910045,1.32587,7.711251,-6.385381,-58.147948,-0.316021,-4076.368207,0.756757,56,0.245455,27,0.754545,83,0.243243,18,0.674699,0.756757,0.713376,0.755651,0.744565,0.222578,0.777422,0.255435,0.698488,0.744565,0.720482,0.790752,1.527,0.006,0.26,0,39858,94065,51680,?
output,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"',-6585883636378691736,20160111.0148,357,184,135,49,0,73.369565,26.630435,0,0.482256,0.20837,0.308144,130.407233,109.808903,242.960166,1419.015458,-1176.055292,1.320436,7.712041,-6.391605,-56.883324,-0.309149,-3981.924675,0.581081,43,0.145455,16,0.854545,94,0.418919,31,0.728814,0.581081,0.646617,0.712039,0.733696,0.251176,0.748824,0.266304,0.691484,0.733696,0.703491,0.76764,2.35,0.008,0.32,0.01,42180,94065,51680,?
output,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0\"',-6585883636378691736,20160111.0148,358,183,141,42,0,77.04918,22.95082,0,0.55644,0.207725,0.307158,130.274381,109.922926,236.176688,344.140002,-107.963314,1.290583,1.880546,-0.589963,-57.436313,-0.31386,-3976.636562,0.662162,49,0.12844,14,0.87156,95,0.337838,25,0.777778,0.662162,0.715328,0.766861,0.770492,0.210492,0.789508,0.229508,0.735603,0.770492,0.747563,0.794228,2.211,0.008,0.31,0.01,41544,94310,51435,?
output,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 2.0\"',-6585883636378691736,20160111.0148,357,184,144,40,0,78.26087,21.73913,0,0.600933,0.208001,0.307607,130.137632,109.553231,246.778295,1418.970077,-1172.191782,1.341186,7.711794,-6.370608,-54.291144,-0.295061,-3829.44293,0.635135,47,0.090909,10,0.909091,100,0.364865,27,0.824561,0.635135,0.717557,0.769349,0.782609,0.174714,0.825286,0.217391,0.787706,0.782609,0.777634,0.818714,1.986,0.054,0.41,0.05,481530,94065,51680,?
output,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 2.0\"',-6585883636378691736,20160111.0148,357,184,138,46,0,75,25,0,0.54475,0.207927,0.307481,130.129574,109.572474,242.960166,347.711782,-104.751616,1.320436,1.889738,-0.569302,-51.891164,-0.282017,-3632.465416,0.513514,38,0.072727,8,0.927273,102,0.486486,36,0.826087,0.513514,0.633333,0.724939,0.75,0.194071,0.805929,0.25,0.77172,0.75,0.740092,0.792607,2.334,0.118,0.45,0.06,499353,94065,51680,?
output,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 2.0\"',-6585883636378691736,20160111.0148,357,184,132,52,0,71.73913,28.26087,0,0.465863,0.208518,0.308447,130.499786,109.916758,242.960166,349.255773,-106.295606,1.320436,1.898129,-0.577694,-53.370615,-0.290058,-3736.029341,0.621622,46,0.2,22,0.8,88,0.378378,28,0.676471,0.621622,0.647887,0.710565,0.717391,0.2363,0.7637,0.282609,0.684711,0.717391,0.698882,0.775346,2.541,0.054,0.48,0.05,499353,94065,51680,?
output,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 2.0\"',-6585883636378691736,20160111.0148,359,182,136,46,0,74.725275,25.274725,0,0.517742,0.207819,0.3073,130.368434,110.023073,234.82441,343.360107,-108.535697,1.290244,1.886594,-0.59635,-55.201664,-0.303306,-3822.682542,0.684932,50,0.201835,22,0.798165,87,0.315068,23,0.694444,0.684932,0.689655,0.744439,0.747253,0.222335,0.777665,0.252747,0.736511,0.747253,0.732447,0.802189,2.218,0.052,0.38,0.05,501951,94555,51190,?
output,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 2.0\"',-6585883636378691736,20160111.0149,356,185,133,52,0,71.891892,28.108108,0,0.502379,0.209156,0.30944,130.628079,109.804919,250.733714,1424.992738,-1174.259024,1.355317,7.702663,-6.347346,-53.347223,-0.288363,-3781.943121,0.567568,42,0.135135,15,0.864865,96,0.432432,32,0.736842,0.567568,0.641221,0.71232,0.718919,0.191826,0.808174,0.281081,0.736536,0.718919,0.721259,0.783776,1.83,0.049,0.37,0.05,480280,93820,51925,?
output,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 2.0\"',-6585883636378691736,20160111.0149,358,183,138,45,0,75.409836,24.590164,0,0.539249,0.208022,0.307578,130.422401,110.008527,239.994816,1415.571003,-1175.576187,1.311447,7.735361,-6.423914,-58.820656,-0.321424,-4103.104208,0.72973,54,0.211009,23,0.788991,86,0.27027,20,0.701299,0.72973,0.715232,0.755269,0.754098,0.193062,0.806938,0.245902,0.728968,0.754098,0.741316,0.819329,1.662,0.054,0.37,0.05,482780,94310,51435,?
output,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 2.0\"',-6585883636378691736,20160111.0149,357,184,140,44,0,76.086957,23.913043,0,0.556213,0.208222,0.307967,130.276421,109.681572,246.778295,1419.437252,-1172.658957,1.341186,7.714333,-6.373147,-55.89686,-0.303787,-3942.70261,0.72973,54,0.181818,20,0.818182,90,0.27027,20,0.72973,0.72973,0.72973,0.780098,0.76087,0.197386,0.802614,0.23913,0.763429,0.76087,0.756636,0.814226,1.81,0.053,0.36,0.06,481530,94065,51680,?
output,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 2.0\"',-6585883636378691736,20160111.0149,357,184,135,49,0,73.369565,26.630435,0,0.490506,0.208296,0.308081,130.357477,109.782029,243.960166,1418.430496,-1174.47033,1.32587,7.708861,-6.382991,-57.368382,-0.311785,-4021.718026,0.702703,52,0.236364,26,0.763636,84,0.297297,22,0.666667,0.702703,0.684211,0.738575,0.733696,0.237501,0.762499,0.266304,0.685159,0.733696,0.708569,0.789203,1.677,0.058,0.39,0.06,481530,94065,51680,?
output,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 2.0\"',-6585883636378691736,20160111.0149,357,184,140,44,0,76.086957,23.913043,0,0.543321,0.208001,0.307555,130.175851,109.598996,242.960166,1417.641393,-1174.681226,1.320436,7.704573,-6.384137,-56.188958,-0.305375,-3933.317952,0.662162,49,0.172727,19,0.827273,91,0.337838,25,0.720588,0.662162,0.690141,0.733907,0.76087,0.206406,0.793594,0.23913,0.718717,0.76087,0.736963,0.805262,2.503,0.067,0.5,0.06,499353,94065,51680,?
output,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 2.0\"',-6585883636378691736,20160111.0149,358,183,138,45,0,75.409836,24.590164,0,0.532341,0.207799,0.307262,130.321007,109.960043,236.176688,344.285249,-108.108561,1.290583,1.88134,-0.590757,-56.837319,-0.310586,-3935.164917,0.648649,48,0.174312,19,0.825688,90,0.351351,26,0.716418,0.648649,0.680851,0.74095,0.754098,0.204189,0.795811,0.245902,0.723904,0.754098,0.736529,0.802827,2.312,0.068,0.49,0.07,500652,94310,51435,?
output,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 3.0\"',-6585883636378691736,20160111.0149,357,184,145,39,0,78.804348,21.195652,0,0.620739,0.207779,0.307223,129.998843,109.416576,246.778295,1417.648149,-1170.869854,1.341186,7.70461,-6.363423,-53.873292,-0.29279,-3799.969572,0.648649,48,0.1,11,0.9,99,0.351351,26,0.813559,0.648649,0.721805,0.769349,0.788043,0.142773,0.857227,0.211957,0.800543,0.788043,0.787414,0.839507,1.93,0.064,0.5,0.06,481530,94065,51680,?
output,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 3.0\"',-6585883636378691736,20160111.0149,357,184,140,44,0,76.086957,23.913043,0,0.568581,0.207853,0.307366,130.083298,109.531659,242.960166,347.507641,-104.547475,1.320436,1.888628,-0.568193,-51.452558,-0.279633,-3601.762289,0.527027,39,0.063636,7,0.936364,103,0.472973,35,0.847826,0.527027,0.65,0.727518,0.76087,0.184222,0.815778,0.23913,0.786679,0.76087,0.751939,0.797208,2.469,0.076,0.64,0.08,499353,94065,51680,?
output,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 3.0\"',-6585883636378691736,20160111.0149,357,184,136,48,0,73.913043,26.086957,0,0.519373,0.208148,0.30783,130.268404,109.696867,242.960166,348.500885,-105.540719,1.320436,1.894027,-0.573591,-52.680268,-0.286306,-3687.703918,0.635135,47,0.172727,19,0.827273,91,0.364865,27,0.712121,0.635135,0.671429,0.727887,0.73913,0.207789,0.792211,0.26087,0.73341,0.73913,0.734481,0.795678,2.584,0.066,0.61,0.07,499353,94065,51680,?
output,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 3.0\"',-6585883636378691736,20160111.0149,359,182,139,43,0,76.373626,23.626374,0,0.554658,0.207296,0.306454,130.040168,109.719892,234.82441,340.249075,-105.424666,1.290244,1.8695,-0.579256,-54.260558,-0.298135,-3757.511487,0.712329,52,0.201835,22,0.798165,87,0.287671,21,0.702703,0.712329,0.707483,0.763793,0.763736,0.203458,0.796542,0.236264,0.757251,0.763736,0.756493,0.822711,2.368,0.062,0.56,0.07,501951,94555,51190,?
output,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 3.0\"',-6585883636378691736,20160111.0149,356,185,139,46,0,75.135135,24.864865,0,0.559227,0.208641,0.308618,130.306562,109.513373,250.733714,1422.618673,-1171.884959,1.355317,7.689831,-6.334513,-52.896783,-0.285929,-3750.010082,0.621622,46,0.126126,14,0.873874,97,0.378378,28,0.766667,0.621622,0.686567,0.730095,0.751351,0.158091,0.841909,0.248649,0.768119,0.751351,0.755135,0.809579,1.977,0.062,0.54,0.06,480280,93820,51925,?
output,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 3.0\"',-6585883636378691736,20160111.0149,358,183,146,37,0,79.781421,20.218579,0,0.631711,0.207502,0.306766,130.096112,109.71791,239.994816,1413.729763,-1173.734946,1.311447,7.725299,-6.413852,-57.319265,-0.31322,-3998.37292,0.72973,54,0.137615,15,0.862385,94,0.27027,20,0.782609,0.72973,0.755245,0.784776,0.797814,0.14543,0.85457,0.202186,0.805076,0.797814,0.800965,0.848885,1.822,0.061,0.54,0.06,482780,94310,51435,?
output,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 3.0\"',-6585883636378691736,20160111.0149,357,184,138,46,0,75,25,0,0.553469,0.208296,0.307641,130.322684,109.56546,246.778295,1419.641393,-1172.863098,1.341186,7.715442,-6.374256,-55.421301,-0.301203,-3909.158886,0.675676,50,0.154545,17,0.845455,93,0.324324,24,0.746269,0.675676,0.70922,0.767936,0.75,0.170337,0.829663,0.25,0.761605,0.75,0.754405,0.823351,1.949,0.068,0.51,0.08,481530,94065,51680,?
output,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 3.0\"',-6585883636378691736,20160111.0149,357,184,141,43,0,76.630435,23.369565,0,0.569509,0.207779,0.307234,130.03355,109.480239,243.960166,1416.530361,-1172.570195,1.32587,7.698535,-6.372664,-55.638173,-0.302381,-3900.424474,0.743243,55,0.2,22,0.8,88,0.256757,19,0.714286,0.743243,0.728477,0.771622,0.766304,0.192602,0.807398,0.233696,0.76574,0.766304,0.76417,0.823891,1.751,0.067,0.47,0.07,481530,94065,51680,?
output,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 3.0\"',-6585883636378691736,20160111.0149,357,184,143,41,0,77.717391,22.282609,0,0.59292,0.207705,0.306999,129.990745,109.400948,242.960166,347.244607,-104.284441,1.320436,1.887199,-0.566763,-51.596729,-0.280417,-3611.854483,0.621622,46,0.109091,12,0.890909,98,0.378378,28,0.793103,0.621622,0.69697,0.745209,0.777174,0.176348,0.823652,0.222826,0.780702,0.777174,0.772487,0.816324,2.703,0.08,0.73,0.08,499353,94065,51680,?
output,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 3.0\"',-6585883636378691736,20160111.0149,358,183,145,38,0,79.234973,20.765027,0,0.621139,0.20713,0.306159,129.901369,109.565546,236.176688,341.800152,-105.623464,1.290583,1.86776,-0.577177,-55.031922,-0.300721,-3810.167202,0.689189,51,0.12844,14,0.87156,95,0.310811,23,0.784615,0.689189,0.733813,0.774485,0.79235,0.136986,0.863014,0.20765,0.800883,0.79235,0.794911,0.851806,2.514,0.078,0.71,0.07,500652,94310,51435,?
output,1,weka.classifiers.functions.RBFNetwork,'-B 3 -S 1 -R 1.0E-8 -M -1 -W 0.1',-3669814959712675720,20160111.0149,357,184,136,48,0,73.913043,26.086957,0,0.505819,0.096262,0.226437,60.227383,80.644783,246.778295,1961.509266,-1714.730972,1.341186,10.660376,-9.31919,110.091771,0.598325,7765.357702,0.486486,36,0.081818,9,0.918182,101,0.513514,38,0.8,0.486486,0.605042,0.848157,0.73913,0.239152,0.760848,0.26087,0.741738,0.73913,0.71698,0.882264,1.126,0.016,1.05,0.01,96492,94065,51680,?
output,2,weka.classifiers.functions.RBFNetwork,'-B 3 -S 1 -R 1.0E-8 -M -1 -W 0.1',-3669814959712675720,20160111.0149,357,184,135,49,0,73.369565,26.630435,0,0.477757,0.10645,0.239363,66.621157,85.298372,242.960166,2312.39349,-2069.433323,1.320436,12.567356,-11.24692,97.561032,0.530223,6829.430011,0.594595,44,0.145455,16,0.854545,94,0.405405,30,0.733333,0.594595,0.656716,0.780221,0.733696,0.262871,0.737129,0.266304,0.685794,0.733696,0.700757,0.80615,0.628,0.022,0.56,0.02,106365,94065,51680,?
output,3,weka.classifiers.functions.RBFNetwork,'-B 3 -S 1 -R 1.0E-8 -M -1 -W 0.1',-3669814959712675720,20160111.0149,357,184,137,47,0,74.456522,25.543478,0,0.520408,0.099522,0.228799,62.28503,81.533946,242.960166,2309.021831,-2066.061664,1.320436,12.549032,-11.228596,103.780834,0.564026,7264.826217,0.608108,45,0.163636,18,0.836364,92,0.391892,29,0.714286,0.608108,0.656934,0.809275,0.744565,0.222021,0.777979,0.255435,0.731933,0.744565,0.733635,0.850651,1.022,0.017,0.95,0.01,106365,94065,51680,?
output,4,weka.classifiers.functions.RBFNetwork,'-B 3 -S 1 -R 1.0E-8 -M -1 -W 0.1',-3669814959712675720,20160111.0149,359,182,133,49,0,73.076923,26.923077,0,0.499944,0.09288,0.230559,58.264928,82.547103,234.82441,3360.599625,-3125.775215,1.290244,18.464833,-17.174589,108.299056,0.59505,7499.645531,0.671233,49,0.229358,25,0.770642,84,0.328767,24,0.662162,0.671233,0.666667,0.807654,0.730769,0.227671,0.772329,0.269231,0.728752,0.730769,0.728891,0.832299,1.165,0.023,1.08,0.01,109287,94555,51190,?
output,5,weka.classifiers.functions.RBFNetwork,'-B 3 -S 1 -R 1.0E-8 -M -1 -W 0.1',-3669814959712675720,20160111.0149,356,185,138,47,0,74.594595,25.405405,0,0.535375,0.089774,0.235092,56.068195,83.422762,250.733714,8328.706761,-8077.973047,1.355317,45.020037,-43.664719,120.129194,0.649347,8516.315445,0.608108,45,0.153153,17,0.846847,94,0.391892,29,0.725806,0.608108,0.661765,0.798089,0.745946,0.19795,0.80205,0.254054,0.736975,0.745946,0.737714,0.827411,0.685,0.016,0.66,0.02,96492,93820,51925,?
output,6,weka.classifiers.functions.RBFNetwork,'-B 3 -S 1 -R 1.0E-8 -M -1 -W 0.1',-3669814959712675720,20160111.0149,358,183,148,35,0,80.874317,19.125683,0,0.646738,0.088573,0.205651,55.532371,73.553154,239.994816,2269.526282,-2029.531466,1.311447,12.401783,-11.090336,121.743198,0.665263,8492.340235,0.72973,54,0.119266,13,0.880734,96,0.27027,20,0.80597,0.72973,0.765957,0.860464,0.808743,0.156911,0.843089,0.191257,0.804534,0.808743,0.805249,0.880313,0.516,0.018,0.46,0.01,99407,94310,51435,?
