"category","problem","MH","avg_fit","Opt"
"crafted","keller4.clq.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",241.13333333333333,"199"
"crafted","keller4.clq.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",206.66666666666666,"199"
"crafted","keller4.clq.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",214.2,"199"
"crafted","keller4.clq.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",249.6,"199"
"crafted","keller4.clq.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",219.6,"199"
"crafted","keller4.clq.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",252.86666666666667,"199"
"crafted","keller5.clq.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",284.64285714285717,"250"
"crafted","keller5.clq.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",289,"250"
"crafted","keller5.clq.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",251.64285714285714,"250"
"crafted","keller5.clq.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",252.78571428571428,"250"
"crafted","keller5.clq.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",260.64285714285717,"250"
"crafted","keller5.clq.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",285.7857142857143,"250"
"crafted","keller5.clq.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",280.46666666666664,"250"
"crafted","keller5.clq.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",259,"250"
"crafted","keller5.clq.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",268.6,"250"
"crafted","keller5.clq.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",259.2,"250"
"crafted","keller5.clq.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",257.46666666666664,"250"
"crafted","keller5.clq.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",272.2,"250"
"crafted","keller5.clq.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",259,"250"
"crafted","keller5.clq.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",272.6666666666667,"250"
"crafted","maxcut-140-630-0.7-1.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",283.7142857142857,"160"
"crafted","maxcut-140-630-0.7-1.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",289.42857142857144,"160"
"crafted","maxcut-140-630-0.7-1.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",213.5,"160"
"crafted","maxcut-140-630-0.7-1.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",185.21428571428572,"160"
"crafted","maxcut-140-630-0.7-1.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",261.5,"160"
"crafted","maxcut-140-630-0.7-1.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",283.5,"160"
"crafted","maxcut-140-630-0.7-1.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",187.73333333333332,"160"
"crafted","maxcut-140-630-0.7-1.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",243.4,"160"
"crafted","maxcut-140-630-0.7-1.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",189.46666666666667,"160"
"crafted","maxcut-140-630-0.7-1.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",244.6,"160"
"crafted","maxcut-140-630-0.7-1.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",250,"160"
"crafted","maxcut-140-630-0.7-1.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",263.93333333333334,"160"
"crafted","maxcut-140-630-0.7-1.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",253.26666666666668,"160"
"crafted","maxcut-140-630-0.7-1.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",266.06666666666666,"160"
"crafted","maxcut-140-630-0.7-10.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",281.35714285714283,"167"
"crafted","maxcut-140-630-0.7-10.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",288.35714285714283,"167"
"crafted","maxcut-140-630-0.7-10.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",220.92857142857142,"167"
"crafted","maxcut-140-630-0.7-10.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",186.14285714285714,"167"
"crafted","maxcut-140-630-0.7-10.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",260.2857142857143,"167"
"crafted","maxcut-140-630-0.7-10.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",287.7142857142857,"167"
"crafted","maxcut-140-630-0.7-10.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",184.46666666666667,"167"
"crafted","maxcut-140-630-0.7-10.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",242.8,"167"
"crafted","maxcut-140-630-0.7-10.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",190,"167"
"crafted","maxcut-140-630-0.7-10.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",244.06666666666666,"167"
"crafted","maxcut-140-630-0.7-10.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",249.66666666666666,"167"
"crafted","maxcut-140-630-0.7-10.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",264.93333333333334,"167"
"crafted","maxcut-140-630-0.7-10.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",251.46666666666667,"167"
"crafted","maxcut-140-630-0.7-10.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",265.93333333333334,"167"
"crafted","maxcut-140-630-0.7-11.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",282.2857142857143,"170"
"crafted","maxcut-140-630-0.7-11.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",289.64285714285717,"170"
"crafted","maxcut-140-630-0.7-11.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",219.14285714285714,"170"
"crafted","maxcut-140-630-0.7-11.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",191.07142857142858,"170"
"crafted","maxcut-140-630-0.7-11.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",262.57142857142856,"170"
"crafted","maxcut-140-630-0.7-11.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",287.7142857142857,"170"
"crafted","maxcut-140-630-0.7-11.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",190.6,"170"
"crafted","maxcut-140-630-0.7-11.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",242.73333333333332,"170"
"crafted","maxcut-140-630-0.7-11.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",195.46666666666667,"170"
"crafted","maxcut-140-630-0.7-11.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",245.73333333333332,"170"
"crafted","maxcut-140-630-0.7-11.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",252.93333333333334,"170"
"crafted","maxcut-140-630-0.7-11.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",262.93333333333334,"170"
"crafted","maxcut-140-630-0.7-11.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",252.53333333333333,"170"
"crafted","maxcut-140-630-0.7-11.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",266.53333333333336,"170"
"crafted","maxcut-140-630-0.7-12.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",281.2857142857143,"167"
"crafted","maxcut-140-630-0.7-12.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",290.14285714285717,"167"
"crafted","maxcut-140-630-0.7-12.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",222.64285714285714,"167"
"crafted","maxcut-140-630-0.7-12.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",194.28571428571428,"167"
"crafted","maxcut-140-630-0.7-12.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",263.42857142857144,"167"
"crafted","maxcut-140-630-0.7-12.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",287.2857142857143,"167"
"crafted","maxcut-140-630-0.7-12.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",189.06666666666666,"167"
"crafted","maxcut-140-630-0.7-12.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",246.46666666666667,"167"
"crafted","maxcut-140-630-0.7-12.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",197.26666666666668,"167"
"crafted","maxcut-140-630-0.7-12.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",247.2,"167"
"crafted","maxcut-140-630-0.7-12.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",251.93333333333334,"167"
"crafted","maxcut-140-630-0.7-12.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",264.8,"167"
"crafted","maxcut-140-630-0.7-12.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",253.53333333333333,"167"
"crafted","maxcut-140-630-0.7-12.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",266,"167"
"crafted","maxcut-140-630-0.7-13.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",277.7142857142857,"169"
"crafted","maxcut-140-630-0.7-13.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",288.2142857142857,"169"
"crafted","maxcut-140-630-0.7-13.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",222.28571428571428,"169"
"crafted","maxcut-140-630-0.7-13.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",189.42857142857142,"169"
"crafted","maxcut-140-630-0.7-13.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",267.5,"169"
"crafted","maxcut-140-630-0.7-13.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",283.07142857142856,"169"
"crafted","maxcut-140-630-0.7-13.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",188.4,"169"
"crafted","maxcut-140-630-0.7-13.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",243.06666666666666,"169"
"crafted","maxcut-140-630-0.7-13.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",190.73333333333332,"169"
"crafted","maxcut-140-630-0.7-13.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",242.66666666666666,"169"
"crafted","maxcut-140-630-0.7-13.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",250.2,"169"
"crafted","maxcut-140-630-0.7-13.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",265.53333333333336,"169"
"crafted","maxcut-140-630-0.7-13.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",252.66666666666666,"169"
"crafted","maxcut-140-630-0.7-13.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",265.6666666666667,"169"
"crafted","maxcut-140-630-0.7-14.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",279.07142857142856,"166"
"crafted","maxcut-140-630-0.7-14.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",290.2857142857143,"166"
"crafted","maxcut-140-630-0.7-14.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",218.35714285714286,"166"
"crafted","maxcut-140-630-0.7-14.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",189.78571428571428,"166"
"crafted","maxcut-140-630-0.7-14.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",261.57142857142856,"166"
"crafted","maxcut-140-630-0.7-14.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",287.85714285714283,"166"
"crafted","maxcut-140-630-0.7-14.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",187,"166"
"crafted","maxcut-140-630-0.7-14.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",243.86666666666667,"166"
"crafted","maxcut-140-630-0.7-14.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",192,"166"
"crafted","maxcut-140-630-0.7-14.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",242.73333333333332,"166"
"crafted","maxcut-140-630-0.7-14.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",250.8,"166"
"crafted","maxcut-140-630-0.7-14.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",265.46666666666664,"166"
"crafted","maxcut-140-630-0.7-14.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",252.86666666666667,"166"
"crafted","maxcut-140-630-0.7-14.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",265.26666666666665,"166"
"crafted","maxcut-140-630-0.7-15.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",281.64285714285717,"169"
"crafted","maxcut-140-630-0.7-15.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",290.85714285714283,"169"
"crafted","maxcut-140-630-0.7-15.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",224.71428571428572,"169"
"crafted","maxcut-140-630-0.7-15.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",191.64285714285714,"169"
"crafted","maxcut-140-630-0.7-15.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",272.42857142857144,"169"
"crafted","maxcut-140-630-0.7-15.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",285.7142857142857,"169"
"crafted","maxcut-140-630-0.7-15.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",191.13333333333333,"169"
"crafted","maxcut-140-630-0.7-15.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",246.66666666666666,"169"
"crafted","maxcut-140-630-0.7-15.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",193.93333333333334,"169"
"crafted","maxcut-140-630-0.7-15.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",245.86666666666667,"169"
"crafted","maxcut-140-630-0.7-15.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",251.06666666666666,"169"
"crafted","maxcut-140-630-0.7-15.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",267.3333333333333,"169"
"crafted","maxcut-140-630-0.7-15.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",252.8,"169"
"crafted","maxcut-140-630-0.7-15.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",266.93333333333334,"169"
"crafted","maxcut-140-630-0.7-16.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",280.07142857142856,"167"
"crafted","maxcut-140-630-0.7-16.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",290.2142857142857,"167"
"crafted","maxcut-140-630-0.7-16.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",223.14285714285714,"167"
"crafted","maxcut-140-630-0.7-16.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",187.78571428571428,"167"
"crafted","maxcut-140-630-0.7-16.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",262.07142857142856,"167"
"crafted","maxcut-140-630-0.7-16.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",285.5,"167"
"crafted","maxcut-140-630-0.7-16.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",185.06666666666666,"167"
"crafted","maxcut-140-630-0.7-16.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",246.53333333333333,"167"
"crafted","maxcut-140-630-0.7-16.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",194.93333333333334,"167"
"crafted","maxcut-140-630-0.7-16.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",242.26666666666668,"167"
"crafted","maxcut-140-630-0.7-16.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",250.13333333333333,"167"
"crafted","maxcut-140-630-0.7-16.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",265.8,"167"
"crafted","maxcut-140-630-0.7-16.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",254.06666666666666,"167"
"crafted","maxcut-140-630-0.7-16.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",264.8,"167"
"crafted","maxcut-140-630-0.7-17.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",281.42857142857144,"166"
"crafted","maxcut-140-630-0.7-17.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",290.7142857142857,"166"
"crafted","maxcut-140-630-0.7-17.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",213.35714285714286,"166"
"crafted","maxcut-140-630-0.7-17.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",189.57142857142858,"166"
"crafted","maxcut-140-630-0.7-17.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",264.7857142857143,"166"
"crafted","maxcut-140-630-0.7-17.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",284.5,"166"
"crafted","maxcut-140-630-0.7-17.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",188.73333333333332,"166"
"crafted","maxcut-140-630-0.7-17.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",243.93333333333334,"166"
"crafted","maxcut-140-630-0.7-17.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",194.93333333333334,"166"
"crafted","maxcut-140-630-0.7-17.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",245.6,"166"
"crafted","maxcut-140-630-0.7-17.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",250.66666666666666,"166"
"crafted","maxcut-140-630-0.7-17.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",263.8666666666667,"166"
"crafted","maxcut-140-630-0.7-17.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",252.26666666666668,"166"
"crafted","maxcut-140-630-0.7-17.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",265.6,"166"
"crafted","maxcut-140-630-0.7-18.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",280.92857142857144,"166"
"crafted","maxcut-140-630-0.7-18.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",292.35714285714283,"166"
"crafted","maxcut-140-630-0.7-18.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",222.14285714285714,"166"
"crafted","maxcut-140-630-0.7-18.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",187.92857142857142,"166"
"crafted","maxcut-140-630-0.7-18.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",257.2142857142857,"166"
"crafted","maxcut-140-630-0.7-18.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",286.5,"166"
"crafted","maxcut-140-630-0.7-18.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",186.26666666666668,"166"
"crafted","maxcut-140-630-0.7-18.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",242.2,"166"
"crafted","maxcut-140-630-0.7-18.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",192.33333333333334,"166"
"crafted","maxcut-140-630-0.7-18.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",244.53333333333333,"166"
"crafted","maxcut-140-630-0.7-18.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",252.46666666666667,"166"
"crafted","maxcut-140-630-0.7-18.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",264.93333333333334,"166"
"crafted","maxcut-140-630-0.7-18.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",253.53333333333333,"166"
"crafted","maxcut-140-630-0.7-18.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",265.2,"166"
"crafted","maxcut-140-630-0.7-19.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",280.2142857142857,"167"
"crafted","maxcut-140-630-0.7-19.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",289.7142857142857,"167"
"crafted","maxcut-140-630-0.7-19.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",216.42857142857142,"167"
"crafted","maxcut-140-630-0.7-19.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",191.07142857142858,"167"
"crafted","maxcut-140-630-0.7-19.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",267.7142857142857,"167"
"crafted","maxcut-140-630-0.7-19.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",286.5,"167"
"crafted","maxcut-140-630-0.7-19.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",189.13333333333333,"167"
"crafted","maxcut-140-630-0.7-19.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",245.8,"167"
"crafted","maxcut-140-630-0.7-19.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",193.4,"167"
"crafted","maxcut-140-630-0.7-19.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",246.66666666666666,"167"
"crafted","maxcut-140-630-0.7-19.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",248.8,"167"
"crafted","maxcut-140-630-0.7-19.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",264.6666666666667,"167"
"crafted","maxcut-140-630-0.7-19.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",251.13333333333333,"167"
"crafted","maxcut-140-630-0.7-19.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",266.4,"167"
"crafted","maxcut-140-630-0.7-2.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",279,"160"
"crafted","maxcut-140-630-0.7-2.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",287.85714285714283,"160"
"crafted","maxcut-140-630-0.7-2.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",219.21428571428572,"160"
"crafted","maxcut-140-630-0.7-2.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",186.57142857142858,"160"
"crafted","maxcut-140-630-0.7-2.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",264.35714285714283,"160"
"crafted","maxcut-140-630-0.7-2.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",284.5,"160"
"crafted","maxcut-140-630-0.7-2.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",178,"160"
"crafted","maxcut-140-630-0.7-2.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",242.53333333333333,"160"
"crafted","maxcut-140-630-0.7-2.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",190.6,"160"
"crafted","maxcut-140-630-0.7-2.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",242.73333333333332,"160"
"crafted","maxcut-140-630-0.7-2.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",249.8,"160"
"crafted","maxcut-140-630-0.7-2.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",265.4,"160"
"crafted","maxcut-140-630-0.7-2.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",252.26666666666668,"160"
"crafted","maxcut-140-630-0.7-2.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",265.4,"160"
"crafted","maxcut-140-630-0.7-20.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",277.7142857142857,"168"
"crafted","maxcut-140-630-0.7-20.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",289.5,"168"
"crafted","maxcut-140-630-0.7-20.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",227.07142857142858,"168"
"crafted","maxcut-140-630-0.7-20.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",187.85714285714286,"168"
"crafted","maxcut-140-630-0.7-20.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",263.2142857142857,"168"
"crafted","maxcut-140-630-0.7-20.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",287.7857142857143,"168"
"crafted","maxcut-140-630-0.7-20.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",189.4,"168"
"crafted","maxcut-140-630-0.7-20.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",245.2,"168"
"crafted","maxcut-140-630-0.7-20.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",194.8,"168"
