"category","problem","MH","avg_fit","Opt"
"random","min1s2v160c640_1.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",364.3333333333333,"356"
"random","min1s2v160c640_1.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",402.73333333333335,"356"
"random","min1s2v160c640_1.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",367.8,"356"
"random","min1s2v160c640_1.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",400.46666666666664,"356"
"random","min1s2v160c640_1.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",412.93333333333334,"356"
"random","min1s2v160c640_1.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",430.93333333333334,"356"
"random","min1s2v160c640_1.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",416.93333333333334,"356"
"random","min1s2v160c640_1.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",433.26666666666665,"356"
"random","min1s2v160c640_10.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",435.7142857142857,"351"
"random","min1s2v160c640_10.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",445.42857142857144,"351"
"random","min1s2v160c640_10.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",372.5,"351"
"random","min1s2v160c640_10.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",355.25,"351"
"random","min1s2v160c640_10.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",390.07142857142856,"351"
"random","min1s2v160c640_10.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",441.7142857142857,"351"
"random","min1s2v160c640_10.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",357,"351"
"random","min1s2v160c640_10.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",397.53333333333336,"351"
"random","min1s2v160c640_10.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",360.8666666666667,"351"
"random","min1s2v160c640_10.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",400.26666666666665,"351"
"random","min1s2v160c640_10.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",411.8,"351"
"random","min1s2v160c640_10.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",431.53333333333336,"351"
"random","min1s2v160c640_10.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",414.8,"351"
"random","min1s2v160c640_10.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",432.8666666666667,"351"
"random","min1s2v160c640_11.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",437.2142857142857,"350"
"random","min1s2v160c640_11.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",446.2142857142857,"350"
"random","min1s2v160c640_11.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",368.92857142857144,"350"
"random","min1s2v160c640_11.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",355.2857142857143,"350"
"random","min1s2v160c640_11.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",389.35714285714283,"350"
"random","min1s2v160c640_11.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",438.57142857142856,"350"
"random","min1s2v160c640_11.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",357.93333333333334,"350"
"random","min1s2v160c640_11.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",401.26666666666665,"350"
"random","min1s2v160c640_11.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",363.2,"350"
"random","min1s2v160c640_11.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",398,"350"
"random","min1s2v160c640_11.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",413.93333333333334,"350"
"random","min1s2v160c640_11.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",430.4,"350"
"random","min1s2v160c640_11.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",416.73333333333335,"350"
"random","min1s2v160c640_11.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",432.6666666666667,"350"
"random","min1s2v160c640_12.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",439.92857142857144,"361"
"random","min1s2v160c640_12.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",451.14285714285717,"361"
"random","min1s2v160c640_12.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",381.42857142857144,"361"
"random","min1s2v160c640_12.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",366.7142857142857,"361"
"random","min1s2v160c640_12.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",396.2857142857143,"361"
"random","min1s2v160c640_12.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",442.14285714285717,"361"
"random","min1s2v160c640_12.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",368.26666666666665,"361"
"random","min1s2v160c640_12.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",407.53333333333336,"361"
"random","min1s2v160c640_12.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",372.93333333333334,"361"
"random","min1s2v160c640_12.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",406.6666666666667,"361"
"random","min1s2v160c640_12.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",415.1333333333333,"361"
"random","min1s2v160c640_12.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",431.6,"361"
"random","min1s2v160c640_12.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",417,"361"
"random","min1s2v160c640_12.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",435.53333333333336,"361"
"random","min1s2v160c640_13.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",439.92857142857144,"365"
"random","min1s2v160c640_13.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",450.14285714285717,"365"
"random","min1s2v160c640_13.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",384.7857142857143,"365"
"random","min1s2v160c640_13.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",370.7857142857143,"365"
"random","min1s2v160c640_13.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",401.14285714285717,"365"
"random","min1s2v160c640_13.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",444.5,"365"
"random","min1s2v160c640_13.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",373.06666666666666,"365"
"random","min1s2v160c640_13.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",409,"365"
"random","min1s2v160c640_13.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",376.1333333333333,"365"
"random","min1s2v160c640_13.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",407.1333333333333,"365"
"random","min1s2v160c640_13.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",418,"365"
"random","min1s2v160c640_13.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",433.73333333333335,"365"
"random","min1s2v160c640_13.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",419.2,"365"
"random","min1s2v160c640_13.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",435.8666666666667,"365"
"random","min1s2v160c640_14.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",435.5,"354"
"random","min1s2v160c640_14.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",446.2142857142857,"354"
"random","min1s2v160c640_14.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",374.42857142857144,"354"
"random","min1s2v160c640_14.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",361.2857142857143,"354"
"random","min1s2v160c640_14.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",395.35714285714283,"354"
"random","min1s2v160c640_14.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",440.42857142857144,"354"
"random","min1s2v160c640_14.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",363.93333333333334,"354"
"random","min1s2v160c640_14.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",401.8,"354"
"random","min1s2v160c640_14.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",365.06666666666666,"354"
"random","min1s2v160c640_14.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",402,"354"
"random","min1s2v160c640_14.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",413.6666666666667,"354"
"random","min1s2v160c640_14.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",431.26666666666665,"354"
"random","min1s2v160c640_14.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",416.46666666666664,"354"
"random","min1s2v160c640_14.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",433.8666666666667,"354"
"random","min1s2v160c640_15.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",438.35714285714283,"357"
"random","min1s2v160c640_15.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",446.7857142857143,"357"
"random","min1s2v160c640_15.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",378.5,"357"
"random","min1s2v160c640_15.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",364.92857142857144,"357"
"random","min1s2v160c640_15.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",397,"357"
"random","min1s2v160c640_15.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",441.5,"357"
"random","min1s2v160c640_15.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",365.8,"357"
"random","min1s2v160c640_15.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",406.73333333333335,"357"
"random","min1s2v160c640_15.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",369.73333333333335,"357"
"random","min1s2v160c640_15.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",403.6,"357"
"random","min1s2v160c640_15.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",415.53333333333336,"357"
"random","min1s2v160c640_15.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",432.2,"357"
"random","min1s2v160c640_15.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",418,"357"
"random","min1s2v160c640_15.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",434.6666666666667,"357"
"random","min1s2v160c640_2.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",434.57142857142856,"345"
"random","min1s2v160c640_2.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",444.07142857142856,"345"
"random","min1s2v160c640_2.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",363.2142857142857,"345"
"random","min1s2v160c640_2.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",349.92857142857144,"345"
"random","min1s2v160c640_2.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",385.7857142857143,"345"
"random","min1s2v160c640_2.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",436.7857142857143,"345"
"random","min1s2v160c640_2.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",351.26666666666665,"345"
"random","min1s2v160c640_2.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",395.4,"345"
"random","min1s2v160c640_2.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",356.93333333333334,"345"
"random","min1s2v160c640_2.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",394.6,"345"
"random","min1s2v160c640_2.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",407.46666666666664,"345"
"random","min1s2v160c640_2.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",427.2,"345"
"random","min1s2v160c640_2.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",409.6666666666667,"345"
"random","min1s2v160c640_2.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",429.3333333333333,"345"
"random","min1s2v160c640_3.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",435.7857142857143,"349"
"random","min1s2v160c640_3.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",445.5,"349"
"random","min1s2v160c640_3.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",368.85714285714283,"349"
"random","min1s2v160c640_3.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",352.7857142857143,"349"
"random","min1s2v160c640_3.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",389.42857142857144,"349"
"random","min1s2v160c640_3.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",438.64285714285717,"349"
"random","min1s2v160c640_3.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",355.46666666666664,"349"
"random","min1s2v160c640_3.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",402.26666666666665,"349"
"random","min1s2v160c640_3.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",359.53333333333336,"349"
"random","min1s2v160c640_3.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",396.8,"349"
"random","min1s2v160c640_3.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",411.3333333333333,"349"
"random","min1s2v160c640_3.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",429.6666666666667,"349"
"random","min1s2v160c640_3.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",413.4,"349"
"random","min1s2v160c640_3.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",433.3333333333333,"349"
"random","min1s2v160c640_4.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",436.07142857142856,"355"
"random","min1s2v160c640_4.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",450.07142857142856,"355"
"random","min1s2v160c640_4.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",377.7142857142857,"355"
"random","min1s2v160c640_4.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",359.7142857142857,"355"
"random","min1s2v160c640_4.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",393.85714285714283,"355"
"random","min1s2v160c640_4.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",438.92857142857144,"355"
"random","min1s2v160c640_4.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",362.53333333333336,"355"
"random","min1s2v160c640_4.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",399.3333333333333,"355"
"random","min1s2v160c640_4.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",367.46666666666664,"355"
"random","min1s2v160c640_4.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",400.26666666666665,"355"
"random","min1s2v160c640_4.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",414.06666666666666,"355"
"random","min1s2v160c640_4.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",430.93333333333334,"355"
"random","min1s2v160c640_4.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",416.2,"355"
"random","min1s2v160c640_4.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",433.06666666666666,"355"
"random","min1s2v160c640_5.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",435.5,"348"
"random","min1s2v160c640_5.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",446.92857142857144,"348"
"random","min1s2v160c640_5.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",371.92857142857144,"348"
"random","min1s2v160c640_5.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",355,"348"
"random","min1s2v160c640_5.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",388.5,"348"
"random","min1s2v160c640_5.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",438.85714285714283,"348"
"random","min1s2v160c640_5.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",355.8,"348"
"random","min1s2v160c640_5.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",402.2,"348"
"random","min1s2v160c640_5.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",360.6666666666667,"348"
"random","min1s2v160c640_5.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",396,"348"
"random","min1s2v160c640_5.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",412.3333333333333,"348"
"random","min1s2v160c640_5.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",430,"348"
"random","min1s2v160c640_5.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",414.53333333333336,"348"
"random","min1s2v160c640_5.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",432.8,"348"
"random","min1s2v160c640_6.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",433,"348"
"random","min1s2v160c640_6.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",443.64285714285717,"348"
"random","min1s2v160c640_6.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",367.7857142857143,"348"
"random","min1s2v160c640_6.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",354.2857142857143,"348"
"random","min1s2v160c640_6.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",384,"348"
"random","min1s2v160c640_6.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",437.5,"348"
"random","min1s2v160c640_6.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",356.46666666666664,"348"
"random","min1s2v160c640_6.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",395.93333333333334,"348"
"random","min1s2v160c640_6.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",358.93333333333334,"348"
"random","min1s2v160c640_6.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",395.3333333333333,"348"
"random","min1s2v160c640_6.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",408.3333333333333,"348"
"random","min1s2v160c640_6.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",427.8666666666667,"348"
"random","min1s2v160c640_6.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",411.46666666666664,"348"
"random","min1s2v160c640_6.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",430.8,"348"
"random","min1s2v160c640_7.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",435.42857142857144,"355"
"random","min1s2v160c640_7.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",447.64285714285717,"355"
"random","min1s2v160c640_7.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",374.07142857142856,"355"
"random","min1s2v160c640_7.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",358.64285714285717,"355"
"random","min1s2v160c640_7.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",391.14285714285717,"355"
"random","min1s2v160c640_7.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",439.14285714285717,"355"
"random","min1s2v160c640_7.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",360.26666666666665,"355"
"random","min1s2v160c640_7.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",404.46666666666664,"355"
"random","min1s2v160c640_7.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",362,"355"
"random","min1s2v160c640_7.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",400.1333333333333,"355"
"random","min1s2v160c640_7.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",413.53333333333336,"355"
"random","min1s2v160c640_7.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",430,"355"
"random","min1s2v160c640_7.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",414.8666666666667,"355"
"random","min1s2v160c640_7.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",434,"355"
"random","min1s2v160c640_8.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",436.92857142857144,"363"
"random","min1s2v160c640_8.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",445.7857142857143,"363"
"random","min1s2v160c640_8.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",387.35714285714283,"363"
"random","min1s2v160c640_8.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",370.57142857142856,"363"
"random","min1s2v160c640_8.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",401.7142857142857,"363"
"random","min1s2v160c640_8.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",441.2142857142857,"363"
"random","min1s2v160c640_8.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",371.93333333333334,"363"
"random","min1s2v160c640_8.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",406.3333333333333,"363"
"random","min1s2v160c640_8.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",372.73333333333335,"363"
"random","min1s2v160c640_8.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",407,"363"
"random","min1s2v160c640_8.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",416.46666666666664,"363"
"random","min1s2v160c640_8.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",431.93333333333334,"363"
"random","min1s2v160c640_8.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",413.93333333333334,"363"
"random","min1s2v160c640_8.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",434.73333333333335,"363"
"random","min1s2v160c640_9.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",437.64285714285717,"353"
"random","min1s2v160c640_9.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",446.7142857142857,"353"
"random","min1s2v160c640_9.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",371.92857142857144,"353"
"random","min1s2v160c640_9.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",357.85714285714283,"353"
"random","min1s2v160c640_9.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",389.7857142857143,"353"
"random","min1s2v160c640_9.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",439,"353"
"random","min1s2v160c640_9.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",358.53333333333336,"353"
"random","min1s2v160c640_9.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",401,"353"
"random","min1s2v160c640_9.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",361.6,"353"
"random","min1s2v160c640_9.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",401.06666666666666,"353"
"random","min1s2v160c640_9.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",411.93333333333334,"353"
"random","min1s2v160c640_9.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",429.53333333333336,"353"
"random","min1s2v160c640_9.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",415.6666666666667,"353"
"random","min1s2v160c640_9.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",433.26666666666665,"353"
"random","min1s2v160c800_0.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",546.5714285714286,"452"
"random","min1s2v160c800_0.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",561.4285714285714,"452"
"random","min1s2v160c800_0.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",480.85714285714283,"452"
"random","min1s2v160c800_0.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",461.57142857142856,"452"
"random","min1s2v160c800_0.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",509.35714285714283,"452"
"random","min1s2v160c800_0.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",555.1428571428571,"452"
"random","min1s2v160c800_0.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",459,"452"
"random","min1s2v160c800_0.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",508.93333333333334,"452"
