"category","problem","best_fit","Opt"
"random","s3v70c1000-10.cnf",52.44444444444444,"45"
"random","s3v70c1000-2.cnf",49.666666666666664,"43"
"random","s3v70c1000-3.cnf",51.333333333333336,"45"
"random","s3v70c1000-4.cnf",53,"47"
"random","s3v70c1000-5.cnf",45.333333333333336,"42"
"random","s3v70c1000-6.cnf",55.111111111111114,"50"
"random","s3v70c1000-7.cnf",55.55555555555556,"49"
"random","s3v70c1000-8.cnf",54.111111111111114,"48"
"random","s3v70c1000-9.cnf",53.77777777777778,"49"
"random","s3v70c1100-1.cnf",61.333333333333336,"56"
"random","s3v70c1100-10.cnf",63.111111111111114,"58"
"random","s3v70c1100-2.cnf",59.44444444444444,"55"
"random","s3v70c1100-3.cnf",58.333333333333336,"53"
"random","s3v70c1100-4.cnf",57.333333333333336,"52"
"random","s3v70c1100-5.cnf",56.333333333333336,"53"
"random","s3v70c1100-6.cnf",57.111111111111114,"53"
"random","s3v70c1100-7.cnf",58.888888888888886,"53"
"random","s3v70c1100-8.cnf",61.333333333333336,"51"
"random","s3v70c1100-9.cnf",54.44444444444444,"48"
"random","s3v70c1200-1.cnf",73.44444444444444,"66"
"random","s3v70c1200-10.cnf",70.88888888888889,"63"
"random","s3v70c1200-2.cnf",69.33333333333333,"63"
"random","s3v70c1200-3.cnf",70.11111111111111,"65"
"random","s3v70c1200-4.cnf",74,"67"
"random","s3v70c1200-5.cnf",69.88888888888889,"65"
"random","s3v70c1200-6.cnf",72.11111111111111,"66"
"random","s3v70c1200-7.cnf",66.11111111111111,"62"
"random","s3v70c1200-8.cnf",69.33333333333333,"63"
"random","s3v70c1200-9.cnf",66.22222222222223,"61"
"random","s3v70c800-1.cnf",35.888888888888886,"31"
"random","s3v70c800-10.cnf",34.22222222222222,"30"
"random","s3v70c800-2.cnf",39.77777777777778,"34"
"random","s3v70c800-3.cnf",34.77777777777778,"30"
"random","s3v70c800-4.cnf",34.55555555555556,"28"
"random","s3v70c800-5.cnf",37,"31"
"random","s3v70c800-6.cnf",32.666666666666664,"30"
"random","s3v70c800-7.cnf",36.5,"31"
"random","s3v70c800-8.cnf",39.875,"34"
"random","s3v70c800-9.cnf",36.625,"32"
"random","s3v70c900-1.cnf",44.75,"39"
"random","s3v70c900-10.cnf",44.75,"39"
"random","s3v70c900-2.cnf",42.25,"38"
"random","s3v70c900-3.cnf",45.125,"39"
"random","s3v70c900-4.cnf",43,"39"
"random","s3v70c900-5.cnf",45.125,"40"
"random","s3v70c900-6.cnf",45.125,"41"
"random","s3v70c900-7.cnf",46.375,"40"
"random","s3v70c900-8.cnf",46.125,"42"
"random","s3v70c900-9.cnf",39,"35"
"random","s3v80c1000-1.cnf",49,"44"
"random","s3v80c1000-10.cnf",46.25,"39"
"random","s3v80c1000-2.cnf",49.875,"43"
"random","s3v80c1000-3.cnf",46.875,"39"
"random","s3v80c1000-4.cnf",51.125,"45"
"random","s3v80c1000-5.cnf",47.75,"41"
"random","s3v80c1000-6.cnf",47.125,"40"
"random","s3v80c1000-7.cnf",45,"40"
"random","s3v80c1000-8.cnf",47.125,"41"
"random","s3v80c1000-9.cnf",43.75,"38"
"random","s3v80c600-1.cnf",18.875,"14"
"random","s3v80c600-10.cnf",20,"15"
"random","s3v80c600-2.cnf",21.25,"16"
"random","s3v80c600-3.cnf",17.125,"11"
"random","s3v80c600-4.cnf",18,"13"
"random","s3v80c600-5.cnf",14.875,"12"
"random","s3v80c600-6.cnf",18.5,"14"
"random","s3v80c600-7.cnf",15.375,"12"
"random","s3v80c600-8.cnf",20,"15"
"random","s3v80c600-9.cnf",15.625,"12"
"random","s3v80c700-1.cnf",24.625,"19"
"random","s3v80c700-10.cnf",23.125,"19"
"random","s3v80c700-2.cnf",25.25,"20"
"random","s3v80c700-3.cnf",23,"18"
"random","s3v80c700-4.cnf",17.875,"15"
"random","s3v80c700-5.cnf",29,"21"
"random","s3v80c700-6.cnf",23.125,"18"
"random","s3v80c700-7.cnf",25.875,"21"
"random","s3v80c700-8.cnf",24.875,"19"
"random","s3v80c700-9.cnf",24.125,"18"
"random","s3v80c800-1.cnf",33.375,"28"
"random","s3v80c800-10.cnf",32.125,"27"
"random","s3v80c800-2.cnf",37.875,"32"
"random","s3v80c800-3.cnf",32.75,"27"
"random","s3v80c800-4.cnf",31.25,"26"
"random","s3v80c800-5.cnf",34,"27"
"random","s3v80c800-6.cnf",32.125,"28"
"random","s3v80c800-7.cnf",32.875,"27"
"random","s3v80c800-8.cnf",32.75,"25"
"random","s3v80c800-9.cnf",32.25,"26"
"random","s3v80c900-1.cnf",40,"35"
"random","s3v80c900-10.cnf",40.5,"35"
"random","s3v80c900-2.cnf",41.5,"37"
"random","s3v80c900-3.cnf",40.25,"34"
"random","s3v80c900-4.cnf",43.25,"35"
"random","s3v80c900-5.cnf",36.75,"32"
"random","s3v80c900-6.cnf",36.5,"31"
"random","s3v80c900-7.cnf",40,"34"
"random","s3v80c900-8.cnf",36.625,"33"
"random","s3v80c900-9.cnf",40.25,"36"
